id,date,store_nbr,family,sales,onpromotion
973720,2014-07-02,3,"LIQUOR,WINE,BEER",156.0,0
973721,2014-07-02,3,MAGAZINES,11.0,0
973722,2014-07-02,3,MEATS,857.337,0
973723,2014-07-02,3,PERSONAL CARE,581.0,0
973724,2014-07-02,3,PET SUPPLIES,23.0,0
973725,2014-07-02,3,PLAYERS AND ELECTRONICS,26.0,0
973726,2014-07-02,3,POULTRY,1354.946,0
973727,2014-07-02,3,PREPARED FOODS,429.161,1
973728,2014-07-02,3,PRODUCE,11721.648,163
973729,2014-07-02,3,SCHOOL AND OFFICE SUPPLIES,0.0,0
973730,2014-07-02,3,SEAFOOD,130.554,0
974061,2014-07-02,4,AUTOMOTIVE,5.0,0
974062,2014-07-02,4,BABY CARE,0.0,0
974063,2014-07-02,4,BEAUTY,7.0,0
974064,2014-07-02,4,BEVERAGES,3162.0,4
974065,2014-07-02,4,BOOKS,0.0,0
974066,2014-07-02,4,BREAD/BAKERY,419.614,0
974067,2014-07-02,4,CELEBRATION,6.0,0
974068,2014-07-02,4,CLEANING,1085.0,3
974069,2014-07-02,4,DAIRY,1022.0,2
974070,2014-07-02,4,DELI,225.236,1
974071,2014-07-02,4,EGGS,182.0,1
974072,2014-07-02,4,FROZEN FOODS,127.135,2
974073,2014-07-02,4,GROCERY I,3855.0,4
974074,2014-07-02,4,GROCERY II,20.0,0
974075,2014-07-02,4,HARDWARE,2.0,0
974076,2014-07-02,4,HOME AND KITCHEN I,52.0,0
974077,2014-07-02,4,HOME AND KITCHEN II,15.0,0
974078,2014-07-02,4,HOME APPLIANCES,0.0,0
974079,2014-07-02,4,HOME CARE,369.0,1
974080,2014-07-02,4,LADIESWEAR,51.0,0
974081,2014-07-02,4,LAWN AND GARDEN,10.0,2
974082,2014-07-02,4,LINGERIE,7.0,0
974083,2014-07-02,4,"LIQUOR,WINE,BEER",66.0,0
974084,2014-07-02,4,MAGAZINES,1.0,0
974085,2014-07-02,4,MEATS,438.797,0
974086,2014-07-02,4,PERSONAL CARE,291.0,0
974087,2014-07-02,4,PET SUPPLIES,3.0,0
974088,2014-07-02,4,PLAYERS AND ELECTRONICS,4.0,0
974089,2014-07-02,4,POULTRY,527.229,0
974090,2014-07-02,4,PREPARED FOODS,135.711,1
974091,2014-07-02,4,PRODUCE,3832.635,154
974092,2014-07-02,4,SCHOOL AND OFFICE SUPPLIES,1.0,0
974093,2014-07-02,4,SEAFOOD,35.242,0
974424,2014-07-02,5,AUTOMOTIVE,4.0,0
974425,2014-07-02,5,BABY CARE,0.0,0
974426,2014-07-02,5,BEAUTY,1.0,0
974427,2014-07-02,5,BEVERAGES,2037.0,3
974428,2014-07-02,5,BOOKS,0.0,0
974429,2014-07-02,5,BREAD/BAKERY,376.91,1
974430,2014-07-02,5,CELEBRATION,30.0,0
974431,2014-07-02,5,CLEANING,1191.0,2
974432,2014-07-02,5,DAIRY,574.0,2
974433,2014-07-02,5,DELI,276.955,1
974434,2014-07-02,5,EGGS,131.0,0
974435,2014-07-02,5,FROZEN FOODS,115.519,0
974436,2014-07-02,5,GROCERY I,3207.0,3
974437,2014-07-02,5,GROCERY II,15.0,0
974438,2014-07-02,5,HARDWARE,0.0,0
974439,2014-07-02,5,HOME AND KITCHEN I,43.0,0
974440,2014-07-02,5,HOME AND KITCHEN II,20.0,0
974441,2014-07-02,5,HOME APPLIANCES,0.0,0
974442,2014-07-02,5,HOME CARE,300.0,1
974443,2014-07-02,5,LADIESWEAR,21.0,0
974444,2014-07-02,5,LAWN AND GARDEN,1.0,0
974445,2014-07-02,5,LINGERIE,13.0,0
974446,2014-07-02,5,"LIQUOR,WINE,BEER",62.0,0
974447,2014-07-02,5,MAGAZINES,9.0,0
974448,2014-07-02,5,MEATS,298.986,0
974449,2014-07-02,5,PERSONAL CARE,317.0,0
974450,2014-07-02,5,PET SUPPLIES,1.0,0
974451,2014-07-02,5,PLAYERS AND ELECTRONICS,10.0,0
974452,2014-07-02,5,POULTRY,293.995,1
974453,2014-07-02,5,PREPARED FOODS,140.02,0
974454,2014-07-02,5,PRODUCE,2399.735,140
974455,2014-07-02,5,SCHOOL AND OFFICE SUPPLIES,2.0,0
974456,2014-07-02,5,SEAFOOD,12.1119995,0
974754,2014-07-03,1,AUTOMOTIVE,4.0,0
974755,2014-07-03,1,BABY CARE,0.0,0
974756,2014-07-03,1,BEAUTY,6.0,0
974757,2014-07-03,1,BEVERAGES,1992.0,4
974758,2014-07-03,1,BOOKS,0.0,0
974759,2014-07-03,1,BREAD/BAKERY,357.901,0
974760,2014-07-03,1,CELEBRATION,17.0,0
974761,2014-07-03,1,CLEANING,941.0,1
974762,2014-07-03,1,DAIRY,516.0,1
974763,2014-07-03,1,DELI,100.105,0
974764,2014-07-03,1,EGGS,136.0,0
974765,2014-07-03,1,FROZEN FOODS,127.0,1
974766,2014-07-03,1,GROCERY I,2165.0,3
974767,2014-07-03,1,GROCERY II,22.0,0
974768,2014-07-03,1,HARDWARE,2.0,0
974769,2014-07-03,1,HOME AND KITCHEN I,22.0,0
974770,2014-07-03,1,HOME AND KITCHEN II,9.0,0
974771,2014-07-03,1,HOME APPLIANCES,0.0,0
974772,2014-07-03,1,HOME CARE,196.0,1
974773,2014-07-03,1,LADIESWEAR,23.0,0
974774,2014-07-03,1,LAWN AND GARDEN,13.0,0
974775,2014-07-03,1,LINGERIE,16.0,0
974776,2014-07-03,1,"LIQUOR,WINE,BEER",84.0,0
974777,2014-07-03,1,MAGAZINES,0.0,0
974778,2014-07-03,1,MEATS,288.749,0
974779,2014-07-03,1,PERSONAL CARE,151.0,0
974780,2014-07-03,1,PET SUPPLIES,10.0,0
974781,2014-07-03,1,PLAYERS AND ELECTRONICS,3.0,0
974782,2014-07-03,1,POULTRY,238.243,0
974783,2014-07-03,1,PREPARED FOODS,126.085,0
974784,2014-07-03,1,PRODUCE,2018.318,0
974785,2014-07-03,1,SCHOOL AND OFFICE SUPPLIES,1.0,0
974786,2014-07-03,1,SEAFOOD,7.8980002,0
975117,2014-07-03,2,AUTOMOTIVE,1.0,0
975118,2014-07-03,2,BABY CARE,0.0,0
975119,2014-07-03,2,BEAUTY,3.0,0
975120,2014-07-03,2,BEVERAGES,2382.0,1
975121,2014-07-03,2,BOOKS,0.0,0
975122,2014-07-03,2,BREAD/BAKERY,328.361,1
975123,2014-07-03,2,CELEBRATION,18.0,0
975124,2014-07-03,2,CLEANING,1184.0,2
975125,2014-07-03,2,DAIRY,849.0,0
975126,2014-07-03,2,DELI,205.093,0
975127,2014-07-03,2,EGGS,149.0,0
975128,2014-07-03,2,FROZEN FOODS,121.0,1
975129,2014-07-03,2,GROCERY I,3344.0,2
975130,2014-07-03,2,GROCERY II,11.0,0
975131,2014-07-03,2,HARDWARE,0.0,0
975132,2014-07-03,2,HOME AND KITCHEN I,19.0,0
975133,2014-07-03,2,HOME AND KITCHEN II,11.0,0
975134,2014-07-03,2,HOME APPLIANCES,0.0,0
975135,2014-07-03,2,HOME CARE,246.0,1
975136,2014-07-03,2,LADIESWEAR,41.0,0
975137,2014-07-03,2,LAWN AND GARDEN,4.0,0
975138,2014-07-03,2,LINGERIE,5.0,0
975139,2014-07-03,2,"LIQUOR,WINE,BEER",92.0,0
975140,2014-07-03,2,MAGAZINES,3.0,0
975141,2014-07-03,2,MEATS,538.45,0
975142,2014-07-03,2,PERSONAL CARE,204.0,0
975143,2014-07-03,2,PET SUPPLIES,6.0,0
975144,2014-07-03,2,PLAYERS AND ELECTRONICS,8.0,0
975145,2014-07-03,2,POULTRY,460.711,0
975146,2014-07-03,2,PREPARED FOODS,88.511,0
975147,2014-07-03,2,PRODUCE,2087.729,0
975148,2014-07-03,2,SCHOOL AND OFFICE SUPPLIES,0.0,0
975149,2014-07-03,2,SEAFOOD,31.003,0
975480,2014-07-03,3,AUTOMOTIVE,2.0,0
975481,2014-07-03,3,BABY CARE,0.0,0
975482,2014-07-03,3,BEAUTY,10.0,0
975483,2014-07-03,3,BEVERAGES,6501.0,2
975484,2014-07-03,3,BOOKS,0.0,0
975485,2014-07-03,3,BREAD/BAKERY,896.61,0
975486,2014-07-03,3,CELEBRATION,39.0,0
975487,2014-07-03,3,CLEANING,1958.0,2
975488,2014-07-03,3,DAIRY,1891.0,1
975489,2014-07-03,3,DELI,274.69,0
975490,2014-07-03,3,EGGS,445.0,0
975491,2014-07-03,3,FROZEN FOODS,332.196,0
975492,2014-07-03,3,GROCERY I,6691.0,0
975493,2014-07-03,3,GROCERY II,70.0,0
975494,2014-07-03,3,HARDWARE,4.0,0
975495,2014-07-03,3,HOME AND KITCHEN I,31.0,0
975496,2014-07-03,3,HOME AND KITCHEN II,27.0,0
975497,2014-07-03,3,HOME APPLIANCES,1.0,0
975498,2014-07-03,3,HOME CARE,480.0,1
975499,2014-07-03,3,LADIESWEAR,33.0,0
975500,2014-07-03,3,LAWN AND GARDEN,6.0,0
975501,2014-07-03,3,LINGERIE,42.0,0
975502,2014-07-03,3,"LIQUOR,WINE,BEER",200.0,0
975503,2014-07-03,3,MAGAZINES,5.0,0
975504,2014-07-03,3,MEATS,742.305,0
975505,2014-07-03,3,PERSONAL CARE,455.0,0
975506,2014-07-03,3,PET SUPPLIES,10.0,0
975507,2014-07-03,3,PLAYERS AND ELECTRONICS,21.0,1
975508,2014-07-03,3,POULTRY,1225.575,0
975509,2014-07-03,3,PREPARED FOODS,379.825,0
975510,2014-07-03,3,PRODUCE,6653.002,0
975511,2014-07-03,3,SCHOOL AND OFFICE SUPPLIES,1.0,0
975512,2014-07-03,3,SEAFOOD,94.94,0
975843,2014-07-03,4,AUTOMOTIVE,1.0,0
975844,2014-07-03,4,BABY CARE,0.0,0
975845,2014-07-03,4,BEAUTY,1.0,0
975846,2014-07-03,4,BEVERAGES,2196.0,2
975847,2014-07-03,4,BOOKS,0.0,0
975848,2014-07-03,4,BREAD/BAKERY,308.274,0
975849,2014-07-03,4,CELEBRATION,8.0,0
975850,2014-07-03,4,CLEANING,826.0,1
975851,2014-07-03,4,DAIRY,637.0,0
975852,2014-07-03,4,DELI,214.95,0
975853,2014-07-03,4,EGGS,127.0,0
975854,2014-07-03,4,FROZEN FOODS,111.596,1
975855,2014-07-03,4,GROCERY I,2816.0,4
975856,2014-07-03,4,GROCERY II,31.0,0
975857,2014-07-03,4,HARDWARE,2.0,0
975858,2014-07-03,4,HOME AND KITCHEN I,12.0,0
975859,2014-07-03,4,HOME AND KITCHEN II,6.0,0
975860,2014-07-03,4,HOME APPLIANCES,1.0,0
975861,2014-07-03,4,HOME CARE,264.0,1
975862,2014-07-03,4,LADIESWEAR,20.0,0
975863,2014-07-03,4,LAWN AND GARDEN,19.0,0
975864,2014-07-03,4,LINGERIE,4.0,0
975865,2014-07-03,4,"LIQUOR,WINE,BEER",60.0,0
975866,2014-07-03,4,MAGAZINES,0.0,0
975867,2014-07-03,4,MEATS,306.17902,0
975868,2014-07-03,4,PERSONAL CARE,252.0,0
975869,2014-07-03,4,PET SUPPLIES,3.0,0
975870,2014-07-03,4,PLAYERS AND ELECTRONICS,7.0,1
975871,2014-07-03,4,POULTRY,426.965,0
975872,2014-07-03,4,PREPARED FOODS,110.502,0
975873,2014-07-03,4,PRODUCE,1933.38,0
975874,2014-07-03,4,SCHOOL AND OFFICE SUPPLIES,1.0,0
975875,2014-07-03,4,SEAFOOD,34.333,0
976206,2014-07-03,5,AUTOMOTIVE,5.0,0
976207,2014-07-03,5,BABY CARE,0.0,0
976208,2014-07-03,5,BEAUTY,2.0,0
976209,2014-07-03,5,BEVERAGES,1655.0,2
976210,2014-07-03,5,BOOKS,0.0,0
976211,2014-07-03,5,BREAD/BAKERY,323.767,0
976212,2014-07-03,5,CELEBRATION,19.0,0
976213,2014-07-03,5,CLEANING,768.0,2
976214,2014-07-03,5,DAIRY,434.0,0
976215,2014-07-03,5,DELI,204.757,0
976216,2014-07-03,5,EGGS,84.0,0
976217,2014-07-03,5,FROZEN FOODS,150.056,1
976218,2014-07-03,5,GROCERY I,2412.0,4
976219,2014-07-03,5,GROCERY II,12.0,0
976220,2014-07-03,5,HARDWARE,0.0,0
976221,2014-07-03,5,HOME AND KITCHEN I,21.0,0
976222,2014-07-03,5,HOME AND KITCHEN II,14.0,0
976223,2014-07-03,5,HOME APPLIANCES,1.0,0
976224,2014-07-03,5,HOME CARE,230.0,1
976225,2014-07-03,5,LADIESWEAR,25.0,0
976226,2014-07-03,5,LAWN AND GARDEN,5.0,0
976227,2014-07-03,5,LINGERIE,25.0,0
976228,2014-07-03,5,"LIQUOR,WINE,BEER",65.0,0
976229,2014-07-03,5,MAGAZINES,3.0,0
976230,2014-07-03,5,MEATS,254.142,0
976231,2014-07-03,5,PERSONAL CARE,261.0,0
976232,2014-07-03,5,PET SUPPLIES,0.0,0
976233,2014-07-03,5,PLAYERS AND ELECTRONICS,3.0,0
976234,2014-07-03,5,POULTRY,309.854,0
976235,2014-07-03,5,PREPARED FOODS,58.779,0
976236,2014-07-03,5,PRODUCE,1333.383,0
976237,2014-07-03,5,SCHOOL AND OFFICE SUPPLIES,2.0,0
976238,2014-07-03,5,SEAFOOD,9.059,0
976536,2014-07-04,1,AUTOMOTIVE,1.0,0
976537,2014-07-04,1,BABY CARE,0.0,0
976538,2014-07-04,1,BEAUTY,3.0,0
976539,2014-07-04,1,BEVERAGES,2302.0,2
976540,2014-07-04,1,BOOKS,0.0,0
976541,2014-07-04,1,BREAD/BAKERY,306.018,0
976542,2014-07-04,1,CELEBRATION,13.0,0
976543,2014-07-04,1,CLEANING,822.0,2
976544,2014-07-04,1,DAIRY,683.0,0
976545,2014-07-04,1,DELI,144.572,36
976546,2014-07-04,1,EGGS,163.0,28
976547,2014-07-04,1,FROZEN FOODS,164.0,0
976548,2014-07-04,1,GROCERY I,2640.0,2
976549,2014-07-04,1,GROCERY II,47.0,0
976550,2014-07-04,1,HARDWARE,8.0,0
976551,2014-07-04,1,HOME AND KITCHEN I,33.0,0
976552,2014-07-04,1,HOME AND KITCHEN II,10.0,0
976553,2014-07-04,1,HOME APPLIANCES,0.0,0
976554,2014-07-04,1,HOME CARE,179.0,1
976555,2014-07-04,1,LADIESWEAR,17.0,0
976556,2014-07-04,1,LAWN AND GARDEN,10.0,0
976557,2014-07-04,1,LINGERIE,10.0,0
976558,2014-07-04,1,"LIQUOR,WINE,BEER",245.0,0
976559,2014-07-04,1,MAGAZINES,0.0,0
976560,2014-07-04,1,MEATS,712.06,45
976561,2014-07-04,1,PERSONAL CARE,152.0,0
976562,2014-07-04,1,PET SUPPLIES,7.0,0
976563,2014-07-04,1,PLAYERS AND ELECTRONICS,2.0,0
976564,2014-07-04,1,POULTRY,709.636,33
976565,2014-07-04,1,PREPARED FOODS,119.779,1
976566,2014-07-04,1,PRODUCE,2287.397,0
976567,2014-07-04,1,SCHOOL AND OFFICE SUPPLIES,1.0,0
976568,2014-07-04,1,SEAFOOD,30.559,6
976899,2014-07-04,2,AUTOMOTIVE,3.0,0
976900,2014-07-04,2,BABY CARE,0.0,0
976901,2014-07-04,2,BEAUTY,1.0,0
976902,2014-07-04,2,BEVERAGES,2647.0,1
976903,2014-07-04,2,BOOKS,0.0,0
976904,2014-07-04,2,BREAD/BAKERY,401.5,1
976905,2014-07-04,2,CELEBRATION,19.0,0
976906,2014-07-04,2,CLEANING,982.0,1
976907,2014-07-04,2,DAIRY,890.0,0
976908,2014-07-04,2,DELI,242.68001,57
976909,2014-07-04,2,EGGS,187.0,27
976910,2014-07-04,2,FROZEN FOODS,164.0,0
976911,2014-07-04,2,GROCERY I,3426.0,3
976912,2014-07-04,2,GROCERY II,29.0,0
976913,2014-07-04,2,HARDWARE,3.0,0
976914,2014-07-04,2,HOME AND KITCHEN I,37.0,0
976915,2014-07-04,2,HOME AND KITCHEN II,6.0,0
976916,2014-07-04,2,HOME APPLIANCES,0.0,0
976917,2014-07-04,2,HOME CARE,278.0,1
976918,2014-07-04,2,LADIESWEAR,38.0,0
976919,2014-07-04,2,LAWN AND GARDEN,8.0,0
976920,2014-07-04,2,LINGERIE,13.0,0
976921,2014-07-04,2,"LIQUOR,WINE,BEER",148.0,0
976922,2014-07-04,2,MAGAZINES,0.0,0
976923,2014-07-04,2,MEATS,792.865,45
976924,2014-07-04,2,PERSONAL CARE,213.0,0
976925,2014-07-04,2,PET SUPPLIES,10.0,0
976926,2014-07-04,2,PLAYERS AND ELECTRONICS,12.0,0
976927,2014-07-04,2,POULTRY,704.059,39
976928,2014-07-04,2,PREPARED FOODS,120.401,1
976929,2014-07-04,2,PRODUCE,2327.309,0
976930,2014-07-04,2,SCHOOL AND OFFICE SUPPLIES,0.0,0
976931,2014-07-04,2,SEAFOOD,44.473,5
977262,2014-07-04,3,AUTOMOTIVE,7.0,0
977263,2014-07-04,3,BABY CARE,0.0,0
977264,2014-07-04,3,BEAUTY,8.0,0
977265,2014-07-04,3,BEVERAGES,6259.0,3
977266,2014-07-04,3,BOOKS,0.0,0
977267,2014-07-04,3,BREAD/BAKERY,837.229,0
977268,2014-07-04,3,CELEBRATION,24.0,0
977269,2014-07-04,3,CLEANING,1942.0,2
977270,2014-07-04,3,DAIRY,1829.0,2
977271,2014-07-04,3,DELI,341.157,51
977272,2014-07-04,3,EGGS,507.0,30
977273,2014-07-04,3,FROZEN FOODS,333.113,3
977274,2014-07-04,3,GROCERY I,6339.0,4
977275,2014-07-04,3,GROCERY II,56.0,0
977276,2014-07-04,3,HARDWARE,3.0,0
977277,2014-07-04,3,HOME AND KITCHEN I,45.0,0
977278,2014-07-04,3,HOME AND KITCHEN II,15.0,0
977279,2014-07-04,3,HOME APPLIANCES,1.0,0
977280,2014-07-04,3,HOME CARE,430.0,1
977281,2014-07-04,3,LADIESWEAR,37.0,0
977282,2014-07-04,3,LAWN AND GARDEN,20.0,0
977283,2014-07-04,3,LINGERIE,27.0,0
977284,2014-07-04,3,"LIQUOR,WINE,BEER",381.0,0
977285,2014-07-04,3,MAGAZINES,2.0,0
977286,2014-07-04,3,MEATS,1153.09,51
977287,2014-07-04,3,PERSONAL CARE,358.0,0
977288,2014-07-04,3,PET SUPPLIES,18.0,0
977289,2014-07-04,3,PLAYERS AND ELECTRONICS,15.0,0
977290,2014-07-04,3,POULTRY,1527.875,37
977291,2014-07-04,3,PREPARED FOODS,378.591,1
977292,2014-07-04,3,PRODUCE,6524.009,0
977293,2014-07-04,3,SCHOOL AND OFFICE SUPPLIES,1.0,0
977294,2014-07-04,3,SEAFOOD,117.455,6
977625,2014-07-04,4,AUTOMOTIVE,5.0,0
977626,2014-07-04,4,BABY CARE,0.0,0
977627,2014-07-04,4,BEAUTY,4.0,0
977628,2014-07-04,4,BEVERAGES,2089.0,2
977629,2014-07-04,4,BOOKS,0.0,0
977630,2014-07-04,4,BREAD/BAKERY,294.659,1
977631,2014-07-04,4,CELEBRATION,6.0,0
977632,2014-07-04,4,CLEANING,871.0,2
977633,2014-07-04,4,DAIRY,764.0,1
977634,2014-07-04,4,DELI,200.231,53
977635,2014-07-04,4,EGGS,141.0,26
977636,2014-07-04,4,FROZEN FOODS,110.769,2
977637,2014-07-04,4,GROCERY I,2701.0,2
977638,2014-07-04,4,GROCERY II,22.0,0
977639,2014-07-04,4,HARDWARE,0.0,0
977640,2014-07-04,4,HOME AND KITCHEN I,83.0,0
977641,2014-07-04,4,HOME AND KITCHEN II,7.0,0
977642,2014-07-04,4,HOME APPLIANCES,0.0,0
977643,2014-07-04,4,HOME CARE,243.0,2
977644,2014-07-04,4,LADIESWEAR,20.0,0
977645,2014-07-04,4,LAWN AND GARDEN,8.0,0
977646,2014-07-04,4,LINGERIE,3.0,0
977647,2014-07-04,4,"LIQUOR,WINE,BEER",157.0,0
977648,2014-07-04,4,MAGAZINES,2.0,0
977649,2014-07-04,4,MEATS,480.059,46
977650,2014-07-04,4,PERSONAL CARE,154.0,0
977651,2014-07-04,4,PET SUPPLIES,4.0,0
977652,2014-07-04,4,PLAYERS AND ELECTRONICS,9.0,0
977653,2014-07-04,4,POULTRY,616.362,38
977654,2014-07-04,4,PREPARED FOODS,115.302,1
977655,2014-07-04,4,PRODUCE,2021.421,0
977656,2014-07-04,4,SCHOOL AND OFFICE SUPPLIES,0.0,0
977657,2014-07-04,4,SEAFOOD,39.753998,5
977988,2014-07-04,5,AUTOMOTIVE,6.0,0
977989,2014-07-04,5,BABY CARE,0.0,0
977990,2014-07-04,5,BEAUTY,7.0,0
977991,2014-07-04,5,BEVERAGES,2164.0,5
977992,2014-07-04,5,BOOKS,0.0,0
977993,2014-07-04,5,BREAD/BAKERY,476.839,1
977994,2014-07-04,5,CELEBRATION,32.0,0
977995,2014-07-04,5,CLEANING,1135.0,2
977996,2014-07-04,5,DAIRY,612.0,4
977997,2014-07-04,5,DELI,301.481,54
977998,2014-07-04,5,EGGS,130.0,25
977999,2014-07-04,5,FROZEN FOODS,119.0,1
978000,2014-07-04,5,GROCERY I,3686.0,3
978001,2014-07-04,5,GROCERY II,29.0,0
978002,2014-07-04,5,HARDWARE,2.0,0
978003,2014-07-04,5,HOME AND KITCHEN I,21.0,0
978004,2014-07-04,5,HOME AND KITCHEN II,21.0,0
978005,2014-07-04,5,HOME APPLIANCES,2.0,0
978006,2014-07-04,5,HOME CARE,283.0,1
978007,2014-07-04,5,LADIESWEAR,28.0,0
978008,2014-07-04,5,LAWN AND GARDEN,0.0,0
978009,2014-07-04,5,LINGERIE,23.0,0
978010,2014-07-04,5,"LIQUOR,WINE,BEER",85.0,0
978011,2014-07-04,5,MAGAZINES,3.0,0
978012,2014-07-04,5,MEATS,429.923,34
978013,2014-07-04,5,PERSONAL CARE,325.0,0
978014,2014-07-04,5,PET SUPPLIES,2.0,0
978015,2014-07-04,5,PLAYERS AND ELECTRONICS,9.0,0
978016,2014-07-04,5,POULTRY,389.634,18
978017,2014-07-04,5,PREPARED FOODS,99.313,1
978018,2014-07-04,5,PRODUCE,1968.78,0
978019,2014-07-04,5,SCHOOL AND OFFICE SUPPLIES,2.0,0
978020,2014-07-04,5,SEAFOOD,20.27,4
978318,2014-07-05,1,AUTOMOTIVE,8.0,0
978319,2014-07-05,1,BABY CARE,0.0,0
978320,2014-07-05,1,BEAUTY,2.0,0
978321,2014-07-05,1,BEVERAGES,1919.0,2
978322,2014-07-05,1,BOOKS,0.0,0
978323,2014-07-05,1,BREAD/BAKERY,200.128,0
978324,2014-07-05,1,CELEBRATION,5.0,0
978325,2014-07-05,1,CLEANING,528.0,1
978326,2014-07-05,1,DAIRY,622.0,1
978327,2014-07-05,1,DELI,95.837,0
978328,2014-07-05,1,EGGS,153.0,0
978329,2014-07-05,1,FROZEN FOODS,84.0,1
978330,2014-07-05,1,GROCERY I,1779.0,2
978331,2014-07-05,1,GROCERY II,12.0,0
978332,2014-07-05,1,HARDWARE,3.0,0
978333,2014-07-05,1,HOME AND KITCHEN I,6.0,0
978334,2014-07-05,1,HOME AND KITCHEN II,4.0,0
978335,2014-07-05,1,HOME APPLIANCES,0.0,0
978336,2014-07-05,1,HOME CARE,140.0,1
978337,2014-07-05,1,LADIESWEAR,18.0,0
978338,2014-07-05,1,LAWN AND GARDEN,11.0,0
978339,2014-07-05,1,LINGERIE,5.0,0
978340,2014-07-05,1,"LIQUOR,WINE,BEER",119.0,0
978341,2014-07-05,1,MAGAZINES,0.0,0
978342,2014-07-05,1,MEATS,206.192,0
978343,2014-07-05,1,PERSONAL CARE,120.0,0
978344,2014-07-05,1,PET SUPPLIES,2.0,0
978345,2014-07-05,1,PLAYERS AND ELECTRONICS,4.0,0
978346,2014-07-05,1,POULTRY,261.533,0
978347,2014-07-05,1,PREPARED FOODS,99.584,0
978348,2014-07-05,1,PRODUCE,1939.511,0
978349,2014-07-05,1,SCHOOL AND OFFICE SUPPLIES,1.0,0
978350,2014-07-05,1,SEAFOOD,20.717,0
978681,2014-07-05,2,AUTOMOTIVE,6.0,0
978682,2014-07-05,2,BABY CARE,0.0,0
978683,2014-07-05,2,BEAUTY,2.0,0
978684,2014-07-05,2,BEVERAGES,3675.0,0
978685,2014-07-05,2,BOOKS,0.0,0
978686,2014-07-05,2,BREAD/BAKERY,455.872,1
978687,2014-07-05,2,CELEBRATION,8.0,0
978688,2014-07-05,2,CLEANING,1106.0,1
978689,2014-07-05,2,DAIRY,1131.0,1
978690,2014-07-05,2,DELI,236.642,0
978691,2014-07-05,2,EGGS,227.0,0
978692,2014-07-05,2,FROZEN FOODS,200.332,0
978693,2014-07-05,2,GROCERY I,4176.0,3
978694,2014-07-05,2,GROCERY II,27.0,0
978695,2014-07-05,2,HARDWARE,0.0,0
978696,2014-07-05,2,HOME AND KITCHEN I,22.0,0
978697,2014-07-05,2,HOME AND KITCHEN II,14.0,0
978698,2014-07-05,2,HOME APPLIANCES,0.0,0
978699,2014-07-05,2,HOME CARE,393.0,1
978700,2014-07-05,2,LADIESWEAR,40.0,0
978701,2014-07-05,2,LAWN AND GARDEN,9.0,0
978702,2014-07-05,2,LINGERIE,13.0,0
978703,2014-07-05,2,"LIQUOR,WINE,BEER",182.0,0
978704,2014-07-05,2,MAGAZINES,2.0,0
978705,2014-07-05,2,MEATS,632.326,0
978706,2014-07-05,2,PERSONAL CARE,328.0,0
978707,2014-07-05,2,PET SUPPLIES,12.0,0
978708,2014-07-05,2,PLAYERS AND ELECTRONICS,9.0,0
978709,2014-07-05,2,POULTRY,635.604,0
978710,2014-07-05,2,PREPARED FOODS,192.61,0
978711,2014-07-05,2,PRODUCE,3110.663,0
978712,2014-07-05,2,SCHOOL AND OFFICE SUPPLIES,2.0,0
978713,2014-07-05,2,SEAFOOD,39.54,0
979044,2014-07-05,3,AUTOMOTIVE,14.0,0
979045,2014-07-05,3,BABY CARE,0.0,0
979046,2014-07-05,3,BEAUTY,11.0,0
979047,2014-07-05,3,BEVERAGES,8619.0,2
979048,2014-07-05,3,BOOKS,0.0,0
979049,2014-07-05,3,BREAD/BAKERY,1116.91,0
979050,2014-07-05,3,CELEBRATION,44.0,0
979051,2014-07-05,3,CLEANING,2654.0,3
979052,2014-07-05,3,DAIRY,2298.0,1
979053,2014-07-05,3,DELI,431.684,0
979054,2014-07-05,3,EGGS,625.0,0
979055,2014-07-05,3,FROZEN FOODS,519.418,1
979056,2014-07-05,3,GROCERY I,8807.0,4
979057,2014-07-05,3,GROCERY II,44.0,0
979058,2014-07-05,3,HARDWARE,5.0,0
979059,2014-07-05,3,HOME AND KITCHEN I,48.0,0
979060,2014-07-05,3,HOME AND KITCHEN II,29.0,0
979061,2014-07-05,3,HOME APPLIANCES,3.0,0
979062,2014-07-05,3,HOME CARE,743.0,1
979063,2014-07-05,3,LADIESWEAR,91.0,0
979064,2014-07-05,3,LAWN AND GARDEN,35.0,0
979065,2014-07-05,3,LINGERIE,30.0,0
979066,2014-07-05,3,"LIQUOR,WINE,BEER",352.0,0
979067,2014-07-05,3,MAGAZINES,2.0,0
979068,2014-07-05,3,MEATS,1010.374,0
979069,2014-07-05,3,PERSONAL CARE,661.0,0
979070,2014-07-05,3,PET SUPPLIES,26.0,0
979071,2014-07-05,3,PLAYERS AND ELECTRONICS,24.0,0
979072,2014-07-05,3,POULTRY,1492.735,0
979073,2014-07-05,3,PREPARED FOODS,455.992,0
979074,2014-07-05,3,PRODUCE,8912.176,0
979075,2014-07-05,3,SCHOOL AND OFFICE SUPPLIES,1.0,0
979076,2014-07-05,3,SEAFOOD,114.658005,0
979407,2014-07-05,4,AUTOMOTIVE,7.0,0
979408,2014-07-05,4,BABY CARE,0.0,0
979409,2014-07-05,4,BEAUTY,2.0,0
979410,2014-07-05,4,BEVERAGES,3044.0,3
979411,2014-07-05,4,BOOKS,0.0,0
979412,2014-07-05,4,BREAD/BAKERY,361.016,1
